tick,N,sig_density,g14,g15,g16,g19,trust,cult_div,valence,arousal,pred_cum,total_energy,rate,elapsed_h
270000,5000,6029,0.8350529996497664,0.34842958348021824,0.47023386028420283,0.5968948533872764,0.9225896065566721,0.0001497448185050013,-0.00018661825632303625,0.005675609160410599,19219,63635548.35927736,153.1,0.49
272000,5000,6038,0.8350338005597727,0.34865359537280927,0.4698734959605762,0.5967094798950212,0.9173038565406721,0.0010346631912666578,-7.39266085157838e-05,0.006157252936500136,19220,64727050.88623114,153.0,0.4937
274000,5000,6030,0.8350608784999803,0.3486329951516495,0.4702038504133012,0.596727669977124,0.9250564165406718,3.7284998881871587e-06,-0.00014944935990340947,0.004744531945303899,19220,68012543.85940714,153.1,0.497
276000,5000,6071,0.8351790915850342,0.348451799785566,0.47026927991866085,0.596966118516884,0.9245824165406721,0.0018027044895959758,-0.0005971296555769461,0.0067995940297900775,19226,71390993.32874724,153.3,0.5001
278000,4999,6044,0.8353624447944216,0.34802930141888205,0.4705816122477596,0.5972943021594659,0.9216347434893698,0.0035819413318634082,-3.5968291753000426e-05,0.00968521853912597,19229,62507112.35005291,153.1,0.5043
280000,5000,6026,0.8351328798211937,0.34912474645260694,0.4685900685065834,0.5949533150922749,0.922810416540672,0.0021972226798652483,-0.000599638597328068,0.008150919500744641,19230,48329120.32561901,152.9,0.5087
282000,5000,6044,0.8349064312985778,0.3496394484377042,0.4677332397901567,0.5939870941584995,0.9096807600138239,0.0010555386066702073,-0.00018865415254470214,0.005919115343175001,19230,48350957.80576298,152.9,0.5125
284000,5000,6058,0.8348291209736508,0.3497587319722614,0.4675328388606889,0.5937678082276743,0.919993794226176,0.0008997567006043641,-6.637249843819956e-05,0.0058123700053848365,19230,52025873.5912164,153.0,0.5156
286000,5000,6071,0.8348829146265256,0.349764592171164,0.46747950662009335,0.59404266051719,0.9223352355352575,0.0015396259626621108,-0.0005821764623735824,0.005787011357422861,19230,57482347.642211705,153.2,0.5186
288000,5000,6080,0.8347814664425927,0.3496944547235885,0.4675107449920738,0.593197530816559,0.9170727763070976,0.0013136488391988451,-0.00011261414719117639,0.005994444377854711,19231,61681221.012781575,153.3,0.5217
290000,5000,6064,0.8346517333308666,0.34966595354850455,0.46745529304860467,0.5924141967051769,0.9260723537125377,0.0017457274635835573,4.5837488893447964e-05,0.005372575362399281,19231,64585646.52266902,153.5,0.5249
292000,5000,6059,0.8347865723388943,0.349726302607928,0.46766926998951913,0.592639946468175,0.9166983537125376,0.00020751402622188963,-0.0001996169451123383,0.005615616257344204,19231,64753058.95992846,153.5,0.5283
294000,5000,5991,0.834973112257546,0.3495750944808789,0.46769904488835834,0.5925486541647434,0.9202481617125376,0.0003973902861442354,2.0609454099016665e-05,0.005263344328574427,19234,69567923.75916937,153.7,0.5313
296000,5000,6055,0.8346553488546448,0.3497117419284382,0.4679655398722697,0.5926462227582082,0.9177721617125377,0.0019816699914922803,-0.0002018782646353102,0.00750043406957592,19238,69417910.12791553,153.8,0.5346
298000,5000,5994,0.8350583706662968,0.3493926437366851,0.46827371270357215,0.5933533030358527,0.9179361617125378,0.002708656666170096,-3.498785496284031e-05,0.009694935616963515,19239,53428504.516800925,153.6,0.5389
300000,5000,6004,0.8344563136869281,0.35099694506673884,0.46574230497526176,0.5900102970346485,0.9200007208456192,0.0009340477259734194,-0.00043099674141911545,0.007887974414617315,19239,47462838.605573714,153.4,0.5433
